"Food_Name","Food_Brand","Food_Amount","Food_Unit","Calories","Fat","Fiber","Carbs","Sodium","Protein","LogDate","Date"
"Clementinen","Clementinen",100,"gram",47,0.2,0,12,0,0.9,"2020-12-10",2020-12-10
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2020-12-10",2020-12-10
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2020-12-09",2020-12-09
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-12-09",2020-12-09
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2020-12-09",2020-12-09
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-12-09",2020-12-09
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-12-09",2020-12-09
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-12-09",2020-12-09
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-12-09",2020-12-09
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-12-09",2020-12-09
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-09",2020-12-09
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-12-09",2020-12-09
"Putenfrankfurter","Hofstädter",120,"gram",223,16.8,0,0,0,18,"2020-12-09",2020-12-09
"Kartoffeln (ohne Schale), gekocht","",190,"gram",171,0.04,0,36.01,0,3.8,"2020-12-09",2020-12-09
"Cremefine zum Verfeinern","Rama",46,"gram",77,6.9,0,2.62,0,1.29,"2020-12-09",2020-12-09
"Fisolen gekocht","",200,"gram",52,0.4,0,6.2,0,4.8,"2020-12-09",2020-12-09
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-12-09",2020-12-09
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-12-09",2020-12-09
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-09",2020-12-09
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-09",2020-12-09
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-12-09",2020-12-09
"Crispy Protein bar cookies&cream","Hej Nutrition",45,"gram",170,7.2,0,17.55,0,14.4,"2020-12-08",2020-12-08
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2020-12-08",2020-12-08
"Clementine","",75,"gram",38,0.22,0,6.75,0,0.52,"2020-12-08",2020-12-08
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-12-08",2020-12-08
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-12-08",2020-12-08
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-12-08",2020-12-08
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-12-08",2020-12-08
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-12-08",2020-12-08
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-12-08",2020-12-08
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-08",2020-12-08
"Balsamico Dressing","Mc Donalds",30,"gram",23,0.63,0,3.9,0,0.12,"2020-12-08",2020-12-08
"Snacksalat","McDonald's",65,"gram",12,0.13,0,1.82,0,0.52,"2020-12-08",2020-12-08
"Fresh Chrispy Chicken Wrap","McDonald's",262,"gram",482,21.22,0,49.78,0,21.22,"2020-12-08",2020-12-08
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-08",2020-12-08
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-12-08",2020-12-08
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-08",2020-12-08
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-12-08",2020-12-08
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-12-07",2020-12-07
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2020-12-07",2020-12-07
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2020-12-07",2020-12-07
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-12-07",2020-12-07
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-12-07",2020-12-07
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-12-07",2020-12-07
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-12-07",2020-12-07
"Karottentortilla","No  Fairytales",40,"gram",92,1.4,0,15.08,0,2.16,"2020-12-07",2020-12-07
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-12-07",2020-12-07
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-12-07",2020-12-07
"Champignons (Pilze), frisch","",150,"gram",36,0.38,0,0.84,0,6.16,"2020-12-07",2020-12-07
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-12-07",2020-12-07
"Salatgurke (ohne Schale), frisch","",100,"gram",12,0.16,0,2.16,0,0.59,"2020-12-07",2020-12-07
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2020-12-07",2020-12-07
"Eisbergsalat mit Dressing","VW",175,"gram",75,5.02,0,4.88,0,1.94,"2020-12-07",2020-12-07
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-12-07",2020-12-07
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-07",2020-12-07
"Mais, Konserve","",90,"gram",73,1.05,0,11.37,0,2.81,"2020-12-07",2020-12-07
"Hühnerfilet","Selbstgemacht",100,"gram",135,1.9,0,4.2,0,25.9,"2020-12-07",2020-12-07
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-12-07",2020-12-07
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-07",2020-12-07
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-07",2020-12-07
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-12-07",2020-12-07
"Sportness Eisweiß Riegel","Dm",45,"gram",171,4.82,0,14.4,0,22.5,"2020-12-06",2020-12-06
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2020-12-06",2020-12-06
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2020-12-06",2020-12-06
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-12-06",2020-12-06
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-12-06",2020-12-06
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-12-06",2020-12-06
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-12-06",2020-12-06
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-12-06",2020-12-06
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-06",2020-12-06
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-12-06",2020-12-06
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-12-06",2020-12-06
"Zwiebel, frisch","",85,"gram",26,0.21,0,4.18,0,1,"2020-12-06",2020-12-06
"Zucchini, gekocht","",150,"gram",33,0.44,0,3.39,0,3.06,"2020-12-06",2020-12-06
"Riesengarnelen Provencal","Almare Seafood",150,"gram",137,6.45,0,1.8,0,18,"2020-12-06",2020-12-06
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-12-06",2020-12-06
"Champion weiß","Markt Frisch",100,"gram",22,0.5,0,0.1,0,3.1,"2020-12-06",2020-12-06
"Couscous, roh","Alnatura",30,"gram",105,0.66,0,21.45,0,3.24,"2020-12-06",2020-12-06
"Apfel (mit Schale), frisch","",130,"gram",85,0.06,0,18.66,0,0.44,"2020-12-06",2020-12-06
"Silky smooth chocolate","Alpro Soja",125,"gram",104,2.38,0,16.25,0,3.75,"2020-12-06",2020-12-06
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2020-12-06",2020-12-06
"Knusperbrot Vital","Leicht Und Cross",7.5,"gram",27,0.19,0,5.18,0,0.82,"2020-12-05",2020-12-05
"Knusperbrot Vital","Leicht Und Cross",7.5,"gram",27,0.19,0,5.18,0,0.82,"2020-12-05",2020-12-05
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2020-12-05",2020-12-05
"Knusperbrot Vital","Leicht Und Cross",7.5,"gram",27,0.19,0,5.18,0,0.82,"2020-12-05",2020-12-05
"Eiweiß-Riegel (Crispy-Stracciatella)","Sportness",45,"gram",166,5.22,0,10.31,0,22.59,"2020-12-05",2020-12-05
"Knusperbrot Vital","Leicht Und Cross",7.5,"gram",27,0.19,0,5.18,0,0.82,"2020-12-05",2020-12-05
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-12-05",2020-12-05
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-05",2020-12-05
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-12-05",2020-12-05
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-12-05",2020-12-05
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-12-05",2020-12-05
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-12-05",2020-12-05
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-12-05",2020-12-05
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2020-12-05",2020-12-05
"Champignons (Pilze), frisch","",200,"gram",48,0.5,0,1.12,0,8.22,"2020-12-05",2020-12-05
"Fang Frisch Forelle","Iglo",111,"gram",105,2.55,0,0,0,21.09,"2020-12-05",2020-12-05
"Rapsöl","",15,"gram",133,15,0,0,0,0,"2020-12-05",2020-12-05
"Süßkartoffeln, gekocht","",200,"gram",226,1.16,0,46.46,0,3.2,"2020-12-05",2020-12-05
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-05",2020-12-05
"Protein Bar Soft Caramel","Foodspring",65,"gram",224,9.1,0,19.5,0,20.15,"2020-12-05",2020-12-05
"Fastenbutter","NÖM",10,"gram",39,4,0,0.3,0,0.4,"2020-12-05",2020-12-05
"Apfel (mit Schale), frisch","",130,"gram",85,0.06,0,18.66,0,0.44,"2020-12-05",2020-12-05
"Banane (ohne Schale), frisch","",150,"gram",140,0.27,0,30.05,0,1.73,"2020-12-05",2020-12-05
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-12-05",2020-12-05
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2020-12-04",2020-12-04
"Protein bar Brownie","Hey   Riegel",45,"gram",168,4.14,0,17.1,0,14.4,"2020-12-04",2020-12-04
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2020-12-04",2020-12-04
"Silky smooth chocolate","Alpro Soja",125,"gram",104,2.38,0,16.25,0,3.75,"2020-12-04",2020-12-04
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-12-04",2020-12-04
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-12-04",2020-12-04
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-12-04",2020-12-04
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-12-04",2020-12-04
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-12-04",2020-12-04
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-04",2020-12-04
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-12-04",2020-12-04
"Bouillon Pur Huhn","Knorr",150,"liter",9,0.6,0,0.45,0,0.15,"2020-12-04",2020-12-04
"Bouillon Pur Huhn","Knorr",150,"liter",9,0.6,0,0.45,0,0.15,"2020-12-04",2020-12-04
"Low Carb Gedrehte Hörnchen","Recheis",40,"gram",134,0.96,0,18.4,0,11.2,"2020-12-04",2020-12-04
"Karotten (Möhren), frisch","",150,"gram",59,0.27,0,10.2,0,1.26,"2020-12-04",2020-12-04
"Karotten (Möhren), frisch","",150,"gram",59,0.27,0,10.2,0,1.26,"2020-12-04",2020-12-04
"Hühnerfilet","Selbstgemacht",100,"gram",135,1.9,0,4.2,0,25.9,"2020-12-04",2020-12-04
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-12-04",2020-12-04
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-04",2020-12-04
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-12-04",2020-12-04
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-04",2020-12-04
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2020-12-03",2020-12-03
"Wildlachs. Geräuchert","Sockeye Wildlachs",75,"gram",88,1.5,0,0.22,0,18,"2020-12-03",2020-12-03
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-03",2020-12-03
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-12-03",2020-12-03
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-12-03",2020-12-03
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-12-03",2020-12-03
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-12-03",2020-12-03
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-12-03",2020-12-03
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-12-03",2020-12-03
"Nigiri Sushi","",35,"gram",57,1.54,0,8.82,0,1.75,"2020-12-03",2020-12-03
"Maki Sushi (Sushirollen)","",100,"gram",90,0.7,0,36,0,10,"2020-12-03",2020-12-03
"Lachs Maki","Sushi",19,"gram",35,0.28,0,6.23,0,1.41,"2020-12-03",2020-12-03
"Nigiri Sushi","",35,"gram",57,1.54,0,8.82,0,1.75,"2020-12-03",2020-12-03
"Lachs Maki","Sushi",19,"gram",35,0.28,0,6.23,0,1.41,"2020-12-03",2020-12-03
"Lachs Maki","Sushi",19,"gram",35,0.28,0,6.23,0,1.41,"2020-12-03",2020-12-03
"Lachs Maki","Sushi",19,"gram",35,0.28,0,6.23,0,1.41,"2020-12-03",2020-12-03
"Maki Sushi (Sushirollen)","",100,"gram",90,0.7,0,36,0,10,"2020-12-03",2020-12-03
"Maki Sushi (Sushirollen)","",100,"gram",90,0.7,0,36,0,10,"2020-12-03",2020-12-03
"Lachs Maki","Sushi",19,"gram",35,0.28,0,6.23,0,1.41,"2020-12-03",2020-12-03
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-12-03",2020-12-03
"Dinkel vollkorn weckerl","Resch Und Frisch",140,"gram",396,10.36,0,57.54,0,18.48,"2020-12-03",2020-12-03
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-12-03",2020-12-03
"Protein bar Brownie","Hey   Riegel",45,"gram",168,4.14,0,17.1,0,14.4,"2020-12-02",2020-12-02
"Silky smooth chocolate","Alpro Soja",125,"gram",104,2.38,0,16.25,0,3.75,"2020-12-02",2020-12-02
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-02",2020-12-02
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-12-02",2020-12-02
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-12-02",2020-12-02
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-12-02",2020-12-02
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-12-02",2020-12-02
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-12-02",2020-12-02
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-12-02",2020-12-02
"Spinat (Blattspinat), frisch","",200,"gram",44,0.6,0,1.22,0,5.62,"2020-12-02",2020-12-02
"Jasminreis gekocht","Selbstgemacht",100,"gram",111,0.19,0,24.82,0,2.35,"2020-12-02",2020-12-02
"Zwiebel, frisch","",85,"gram",26,0.21,0,4.18,0,1,"2020-12-02",2020-12-02
"Champignons (Pilze), frisch","",100,"gram",24,0.25,0,0.56,0,4.11,"2020-12-02",2020-12-02
"Knoblauch, frisch","",3,"gram",4,0,0,0.85,0,0.18,"2020-12-02",2020-12-02
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-12-02",2020-12-02
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2020-12-02",2020-12-02
"Hühnerfilet","Selbstgemacht",100,"gram",135,1.9,0,4.2,0,25.9,"2020-12-02",2020-12-02
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-12-02",2020-12-02
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-02",2020-12-02
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-02",2020-12-02
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-12-02",2020-12-02
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2020-12-01",2020-12-01
"crunchy peanut","Hej Natural Bite",40,"gram",223,14.92,0,14.96,0,6.16,"2020-12-01",2020-12-01
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-12-01",2020-12-01
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-01",2020-12-01
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-12-01",2020-12-01
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-12-01",2020-12-01
"Wildlachs. Geräuchert","Sockeye Wildlachs",75,"gram",88,1.5,0,0.22,0,18,"2020-12-01",2020-12-01
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-12-01",2020-12-01
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-12-01",2020-12-01
"Snacksalat","McDonald's",65,"gram",12,0.13,0,1.82,0,0.52,"2020-12-01",2020-12-01
"Fresh Chrispy Chicken Wrap","McDonald's",262,"gram",482,21.22,0,49.78,0,21.22,"2020-12-01",2020-12-01
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-01",2020-12-01
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-12-01",2020-12-01
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-12-01",2020-12-01
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-12-01",2020-12-01
"High Protein Pudding Grieß","Dr. Oetker",150,"gram",119,2.25,0,13.05,0,11.25,"2020-11-30",2020-11-30
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2020-11-30",2020-11-30
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2020-11-30",2020-11-30
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-11-30",2020-11-30
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-11-30",2020-11-30
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-11-30",2020-11-30
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-11-30",2020-11-30
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-11-30",2020-11-30
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-11-30",2020-11-30
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-11-30",2020-11-30
"Süskartoffel Quinoa Pfanne","Merkur",175,"gram",130,2.8,0,16.1,0,6.3,"2020-11-30",2020-11-30
"Schellfischfilet naturbelassen","Bofrost",130,"gram",100,0.78,0,0,0,23.27,"2020-11-30",2020-11-30
"Zuchini","Gemüse",350,"gram",60,1.05,0,10.85,0,4.2,"2020-11-30",2020-11-30
"Champion weiß","Markt Frisch",100,"gram",22,0.5,0,0.1,0,3.1,"2020-11-30",2020-11-30
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-11-30",2020-11-30
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-11-30",2020-11-30
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-11-30",2020-11-30
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-11-30",2020-11-30
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-11-30",2020-11-30
"Protein Grießpudding","Dr Oetker",100,"gram",79,1.5,0,8.7,0,7.5,"2020-11-29",2020-11-29
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2020-11-29",2020-11-29
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2020-11-29",2020-11-29
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-11-29",2020-11-29
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-11-29",2020-11-29
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-11-29",2020-11-29
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-11-29",2020-11-29
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-11-29",2020-11-29
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-11-29",2020-11-29
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-11-29",2020-11-29
"Zwiebel, frisch","",85,"gram",26,0.21,0,4.18,0,1,"2020-11-29",2020-11-29
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2020-11-29",2020-11-29
"Champions","Lidl",100,"gram",22,0.3,0,1.5,0,2.8,"2020-11-29",2020-11-29
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2020-11-29",2020-11-29
"Couscous, roh","Alnatura",30,"gram",105,0.66,0,21.45,0,3.24,"2020-11-29",2020-11-29
"Riesengarnelen Thai Curry","Almare Seafood (Aldi)",250,"gram",225,11.75,0,2.25,0,27.5,"2020-11-29",2020-11-29
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-11-29",2020-11-29
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-11-29",2020-11-29
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-11-29",2020-11-29
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-11-29",2020-11-29
"Clementine","",75,"gram",38,0.22,0,6.75,0,0.52,"2020-11-28",2020-11-28
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2020-11-28",2020-11-28
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2020-11-28",2020-11-28
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-11-28",2020-11-28
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-11-28",2020-11-28
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-11-28",2020-11-28
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-11-28",2020-11-28
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-11-28",2020-11-28
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-11-28",2020-11-28
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-11-28",2020-11-28
"Zarte Mischung","Iglo",100,"gram",66,0.5,0,11,0,2.9,"2020-11-28",2020-11-28
"Eiweissweckerl","Merkur",80,"gram",217,10.4,0,8,0,19.2,"2020-11-28",2020-11-28
"Puten  Käsekrainer","Hofstädter",100,"gram",199,15,0,0,0,16,"2020-11-28",2020-11-28
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-11-28",2020-11-28
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2020-11-28",2020-11-28
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2020-11-28",2020-11-28
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-11-28",2020-11-28
"Apfel (mit Schale), frisch","",130,"gram",85,0.06,0,18.66,0,0.44,"2020-11-27",2020-11-27
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2020-11-27",2020-11-27
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2020-11-27",2020-11-27
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2020-11-27",2020-11-27
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2020-11-27",2020-11-27
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2020-11-27",2020-11-27
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2020-11-27",2020-11-27
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2020-11-27",2020-11-27
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2020-11-27",2020-11-27
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2020-11-27",2020-11-27
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2020-11-27",2020-11-27
"Zwiebel, frisch","",85,"gram",26,0.21,0,4.18,0,1,"2020-11-27",2020-11-27
"Couscous, roh","Alnatura",30,"gram",105,0.66,0,21.45,0,3.24,"2020-11-27",2020-11-27
